,TIME,LR1A_T,LR1A_P,LR2A_T,LR2A_P,LR3A_T,LR3A_P,LR4A_T,LR4A_P,LR5A_T,LR5A_P,LR6A_T,LR6A_P,LR7A_T,LR7A_P,LR8A_T,LR8A_P,LR9A_T,LR9A_P,LR10A_T,LR10A_P,LR11A_T,LR11A_P,LR12A_T,LR12A_P,LR13A_T,LR13A_P,LR14A_T,LR14A_P,LR15A_T,LR15A_P,LR16A_T,LR16A_P,LR17A_T,LR17A_P,LR18A_T,LR18A_P,LR19A_T,LR19A_P,LR20A_T,LR20A_P,LR21A_T,LR21A_P,LR22A_T,LR22A_P,LR23A_T,LR23A_P,LR24A_T,LR24A_P,LR25A_T,LR25A_P,LR1B_T,LR1B_P,LR2B_T,LR2B_P,LR3B_T,LR3B_P,LR4B_T,LR4B_P,LR5B_T,LR5B_P,LR6B_T,LR6B_P,LR7B_T,LR7B_P,LR8B_T,LR8B_P,LR9B_T,LR9B_P,LR10B_T,LR10B_P,LR11B_T,LR11B_P,LR12B_T,LR12B_P,LR13B_T,LR13B_P,LR14B_T,LR14B_P,LR15B_T,LR15B_P,LR16B_T,LR16B_P,LR17B_T,LR17B_P,LR18B_T,LR18B_P,LR19B_T,LR19B_P,LR20B_T,LR20B_P,LR21B_T,LR21B_P,LR22B_T,LR22B_P,LR23B_T,LR23B_P,LR24B_T,LR24B_P,LR25B_T,LR25B_P,LSR1_T,LSR1_P,LSR2_T,LSR2_P,LSR3_T,LSR3_P,LSR4_T,LSR4_P,LSR5_T,LSR5_P,LSR6_T,LSR6_P,LSR7_T,LSR7_P,LSR8_T,LSR8_P,LSR9_T,LSR9_P,LSR10_T,LSR10_P,LSR11_T,LSR11_P,LSR12_T,LSR12_P,LSR13_T,LSR13_P,LSR14_T,LSR14_P,LSR15_T,LSR15_P,LSR16_T,LSR16_P,LSR17_T,LSR17_P,LSR18_T,LSR18_P,LSR19_T,LSR19_P,LSR20_T,LSR20_P,LSR21_T,LSR21_P,LSR22_T,LSR22_P,LSR23_T,LSR23_P,LSR24_T,LSR24_P,LSR25_T,LSR25_P,Homogenised_T,Homogenised_P
23,13828.7,302.962,101160.0,302.95699999999994,101164.99999999996,302.954,101169.99999999997,302.951,101175.0,302.948,101181.00000000001,302.946,101186.0,302.944,101190.99999999997,302.941,101195.99999999999,302.939,101200.99999999999,302.937,101206.0,302.935,101210.99999999997,302.93299999999994,101215.99999999999,302.9310000000001,101221.00000000004,302.93,101226.0,302.928,101232.0,302.92600000000004,101237.00000000004,302.924,101242.0,302.923,101247.0,302.921,101251.99999999999,302.919,101256.99999999999,302.918,101262.0,302.916,101266.99999999997,302.913,101272.00000000001,302.9869999999999,101277.99999999999,302.993,101282.99999999999,302.967,101160.0,302.967,101165.00000000001,302.968,101169.99999999997,302.968,101174.99999999999,302.969,101181.0,302.97,101186.0,302.97,101191.0,302.97100000000006,101196.00000000006,302.971,101201.0,302.972,101205.99999999997,302.972,101210.99999999997,302.973,101216.00000000003,302.972,101220.99999999999,302.973,101225.99999999999,302.97300000000007,101232.00000000003,302.974,101236.99999999997,302.974,101242.0,302.975,101247.00000000001,302.975,101251.99999999999,302.975,101257.00000000003,302.976,101262.0,302.9769999999999,101266.99999999999,302.978,101271.99999999997,302.981,101278.0,302.9869999999999,101282.99999999994,4611.8211273262705,1206581.6620038254,4611.826323569918,1206556.7455298929,4611.80456884194,1206523.813960145,4611.656936225556,1206484.6972227145,4611.014983604976,1206354.0667495509,4608.863980572479,1205976.7531371475,4602.882335213679,1204975.1855106188,4588.654944072884,1202641.352347782,4559.023530599941,1197744.1401158536,4504.036564194544,1188555.046260304,4411.883269538795,1172830.3882177076,4270.851631653973,1147904.5592745643,4071.8281142245064,1111018.105558425,3810.923859095063,1059687.6409036915,3491.272265698981,992416.0933431456,3123.6575099934184,909338.5474960118,2725.4714845502103,812830.0796840885,2318.187727483137,707498.4269967339,1923.808692734195,599500.8297091486,1561.462524426839,495357.24292866327,1244.980935356611,400768.92070404266,301.238,101272.0,301.85,101276.0,303.116,101279.99999999999,303.116,101282.99999999999,2546.48211798276,762097.607988033
24,14428.7,302.89000000000004,101169.99999999999,302.883,101175.00000000003,302.8790000000001,101180.00000000004,302.875,101184.99999999999,302.872,101190.00000000001,302.869,101196.0,302.867,101200.99999999999,302.864,101206.00000000001,302.861,101210.99999999997,302.859,101216.0,302.856,101221.0,302.854,101226.00000000001,302.852,101231.00000000001,302.84999999999997,101235.99999999999,302.847,101241.00000000001,302.845,101247.0,302.843,101251.99999999997,302.841,101257.00000000001,302.8389999999999,101261.99999999996,302.837,101266.99999999997,302.835,101272.0,302.833,101276.99999999999,302.83,101282.00000000001,302.921,101287.0,302.929,101292.00000000001,302.8959999999999,101169.99999999997,302.895,101175.0,302.896,101180.00000000004,302.897,101185.0,302.898,101189.99999999997,302.899,101195.99999999999,302.9,101201.0,302.9,101206.0,302.901,101211.00000000001,302.902,101215.99999999999,302.902,101220.99999999999,302.903,101225.99999999999,302.9019999999998,101230.99999999991,302.903,101236.00000000003,302.904,101241.0,302.90399999999994,101246.99999999997,302.905,101251.99999999997,302.905,101257.00000000003,302.90600000000006,101262.00000000004,302.906,101266.99999999997,302.907,101272.0,302.90800000000013,101277.00000000004,302.91000000000014,101282.00000000003,302.913,101287.0,302.9209999999998,101291.99999999991,4611.821025653318,1206700.8341460282,4611.826222130932,1206687.833385896,4611.82142961841,1206661.5140806558,4611.741740873557,1206620.2257932462,4611.372359330578,1206544.9557109154,4610.080858561443,1206304.0958339071,4606.332155486897,1205666.933631882,4597.018642529807,1204135.631493872,4576.790445284835,1200797.6060000823,4537.685163625948,1194312.7252745847,4469.461846444721,1182830.9826706436,4360.863677268674,1164041.6903052167,4201.600437731874,1135412.6986709132,3984.755275855074,1094360.0880977558,3708.8802581249006,1038834.980422028,3379.3392254836644,967850.315403403,3008.3797251119,882169.9511039706,2613.77372552903,784672.6997839082,2216.1576314189238,680180.5857550192,1835.8274733442604,574689.8161694125,1489.7591368679493,474264.75963379577,1189.7410318365514,383966.7138638812,301.366,101284.99999999999,303.125,101289.0,303.125,101292.99999999997,2647.608406228857,787630.6170144775
25,15028.7,302.789,101180.0,302.781,101185.0,302.776,101189.99999999999,302.772,101195.00000000003,302.768,101200.0,302.76399999999995,101205.99999999997,302.761,101211.00000000001,302.758,101215.99999999999,302.755,101221.0,302.752,101225.99999999999,302.749,101231.0,302.746,101236.0,302.743,101241.00000000001,302.741,101246.00000000003,302.738,101250.99999999999,302.736,101256.0,302.7329999999999,101260.99999999997,302.731,101267.0,302.729,101272.0,302.726,101277.0,302.724,101282.00000000001,302.722,101286.99999999999,302.718,101292.0,302.827,101297.00000000001,302.8369999999999,101301.99999999994,302.796,101180.0,302.79600000000005,101185.00000000001,302.797,101190.0,302.79799999999994,101194.99999999997,302.799,101200.00000000003,302.8000000000002,101206.00000000004,302.801,101210.99999999997,302.802,101216.00000000003,302.803,101221.0,302.804,101225.99999999999,302.8040000000001,101231.00000000003,302.80499999999995,101235.99999999996,302.80499999999995,101240.99999999999,302.805,101246.00000000001,302.806,101251.00000000003,302.807,101256.00000000001,302.808,101261.0,302.80799999999994,101266.99999999997,302.809,101271.99999999999,302.81,101277.0,302.81,101281.99999999999,302.812,101287.00000000001,302.814,101292.00000000001,302.81700000000006,101297.00000000001,302.827,101302.0,4611.820632131421,1206836.026531037,4611.823005146889,1206806.5755340396,4611.828545380212,1206793.6610509146,4611.786456239671,1206757.8036852619,4611.580585679373,1206698.3157552432,4610.809442354075,1206556.8062722685,4608.482258650882,1206149.8428015287,4602.464256410825,1205142.7012947595,4588.840542446018,1202904.1867663357,4561.432403764097,1198374.6006919006,4511.717006215942,1190080.2765584886,4429.489695738141,1176098.235846302,4304.3179057190055,1154132.3651787296,4127.527308916939,1121758.476969838,3894.3140572362645,1076658.3760126163,3605.4661775951367,1017188.1325796265,3268.2079098623913,942896.6976688878,2895.8677178701214,855101.9103119413,2506.2466345416656,757089.8286378725,2119.0111988854615,653799.925282107,1752.7315720105075,551008.7192200226,1422.40520578033,454289.6876737311,300.779,101294.99999999997,303.133,101299.0,303.133,101302.99999999999,2753.1520956833306,813801.8144743437
26,15628.7,302.655,101190.0,302.6460000000001,101195.00000000003,302.64,101199.99999999999,302.635,101205.0,302.631,101209.99999999999,302.626,101215.0,302.622,101221.0,302.619,101226.0,302.615,101231.0,302.612,101236.0,302.60799999999995,101240.99999999997,302.6049999999999,101245.99999999996,302.602,101250.99999999999,302.599,101256.0,302.596,101261.0,302.593,101266.00000000001,302.59,101270.99999999999,302.588,101276.0,302.585,101281.0,302.58200000000016,101286.00000000004,302.58,101292.0,302.577,101297.00000000001,302.572,101302.0,302.701,101307.00000000001,302.713,101312.0,302.664,101190.0,302.663,101195.00000000003,302.664,101200.0,302.666,101204.99999999999,302.667,101210.00000000001,302.668,101215.0,302.67,101221.00000000004,302.671,101226.00000000001,302.672,101231.0,302.673,101236.0,302.674,101240.99999999999,302.675,101246.00000000001,302.674,101251.0,302.675,101256.00000000001,302.676,101260.99999999997,302.677,101265.99999999999,302.678,101271.0,302.678,101276.0,302.679,101281.00000000001,302.68,101285.99999999999,302.6809999999999,101292.0,302.683,101297.0,302.68600000000004,101302.00000000001,302.689,101307.00000000001,302.7010000000001,101312.0,4611.821171996056,1206967.2442398258,4611.827004129205,1206938.3025927865,4611.832201165038,1206913.3729680218,4611.809843959706,1206896.383726829,4611.6963919704895,1206850.2552351567,4611.2494458011615,1206747.749964799,4609.817936073176,1206498.5130095675,4605.964148201014,1205845.9658407036,4596.904894287587,1204343.294149621,4577.958280221793,1201228.471957691,4542.260765447649,1195307.6674925354,4480.986811881258,1185006.823778211,4384.247459407836,1168365.837057787,4242.666579972695,1143127.156322168,4049.244714372544,1107023.6003434483,3801.20832320078,1058016.5859445448,3501.322957354299,994886.1556008379,3158.3602051204193,917695.6226641675,2786.355117248963,828250.4968017087,2402.9018735596733,730151.3961725136,2026.5624784517765,628374.4739967973,1674.2355561140582,528412.4633449552,1208.1864516160927,390272.468536773,303.141,101308.99999999996,303.141,101312.0,2863.099577203804,840543.1121049209
27,16228.7,1037.847997620706,330302.7807149165,1048.7756932147777,333616.370979751,1055.7879238405274,335746.5952428977,1061.6664266872453,337533.0433023445,1066.9641062314697,339144.3178325437,1071.8663489129744,340639.65227471106,1076.470554890975,342041.67703051446,1080.8428365259792,343372.58445933013,1085.0190051210636,344644.243793749,1089.0377811804913,345868.3645287084,1092.9109778582176,347048.5326171532,1096.6647235198714,348191.44541302294,1100.3243685267762,349307.01905455015,1103.8182836039273,350371.57876399177,1107.2263360385214,351411.3409996034,1110.5540672852946,352425.6947887758,1113.8189080997715,353421.0035233637,1117.0171547090993,354396.1603382674,1120.155887445621,355354.4734334822,1123.2405068355351,356295.2516106435,1126.2747546899593,357220.82467446226,1129.2536942262823,358129.64947745256,1134.9493388490953,359849.64519805467,981.7846572200476,313687.0324111262,966.3220798916437,308996.9455696137,1026.947530788585,327010.95145704044,1027.8688403355964,327305.6591712266,1026.5788663669202,326932.2237353637,1024.8701853602363,326431.4222995987,1023.2254820826942,325949.7918132795,1021.6842598630844,325503.4755101982,1020.2399552151901,325083.0396960622,1018.8753890364972,324685.4888037157,1017.5700061960919,324306.74387704,1016.3167285564855,323943.62347744365,1015.1604267685541,323609.660177262,1013.7409043328943,323195.1347227603,1014.3314298919792,323390.3754904286,1013.2467920691707,323077.8999783942,1012.1352304849339,322757.21291140415,1011.0535932018537,322445.4967323898,1010.0015124215429,322142.62465239124,1008.9752773744374,321847.48168868077,1007.9837606669096,321562.78903484135,1006.9419194470098,321262.80562056927,1006.33623709177,321094.58907286695,1003.3092953870065,320193.3881200533,1000.2152077246782,319270.417104538,995.5755987814354,317877.2991448463,980.9206821712689,313439.5827449849,4611.821711748738,1207086.540931248,4611.826588148946,1207073.462558338,4611.832420627712,1207044.5176312607,4611.824174238707,1207017.6702183783,4611.7651954306875,1206991.2939866749,4611.501135682387,1206923.38193592,4610.635619361245,1206752.2027644005,4608.192446266283,1206328.3574187509,4602.236491042105,1205345.9268165966,4589.30856509407,1203208.5939404767,4564.030692428275,1199029.1040646934,4519.039252051699,1191541.0178925802,4445.456577496178,1179058.4596431698,4333.953238554233,1159630.5850044154,4176.35562907314,1131064.9010810687,3967.354953110301,1091280.7213767786,3706.0767073122115,1038541.898879431,3397.0257829708466,972056.4165864477,3050.171064286148,892365.2531520228,2680.0160293195954,801707.277495849,2303.7006694515035,703905.2007663029,1938.619836959274,603894.5870203285,1419.73999214737,454437.61590627104,303.149,101317.99999999997,303.149,101321.99999999999,2976.9123765265126,867658.9928340828
28,16828.7,1256.3530462368917,395483.2908109876,1267.6427991006203,398825.6206412035,1274.8764625519736,400972.51701435726,1280.9421012892608,402773.77091581543,1286.4036639140652,404401.45041749725,1291.4522313489151,405902.40026875405,1296.1971181906679,407313.96591195965,1300.6967430175214,408653.369684238,1304.9963811168132,409933.87265422917,1309.1249567052573,411162.70317607897,1313.11601695238,412350.9697514933,1316.9726926121193,413499.6822202271,1320.7296974877158,414618.9767700492,1324.320759167071,415689.62167069846,1327.8232503890129,416734.15722155396,1331.2475153915202,417755.6144124163,1334.601120519011,418754.89499562123,1337.8826242544756,419734.2604462217,1341.107243862202,420695.4804492605,1344.270574457773,421639.99121224455,1347.3840666431324,422568.42633455095,1350.4365460258718,423478.88770973374,1356.336324960282,425220.03729360603,1197.663198918691,378575.43032739096,1181.3437233496381,373744.75797011633,1245.0706041821786,392159.61983021325,1246.0129412750437,392456.89223224175,1244.6685748230477,392079.0723006807,1242.8909632730663,391573.9233295299,1241.1728576454723,391091.24823073164,1239.5681121313003,390636.55161796237,1238.0592103610436,390209.91149223904,1236.6276090265533,389807.12958845444,1235.265576958942,389423.43166954635,1233.9501431054123,389054.60418710683,1232.7376976797593,388715.94501007564,1231.2629492783037,388298.79168578767,1231.751441938568,388462.9353992256,1230.6038530019594,388143.1972970217,1229.435956887669,387816.14645840105,1228.2978220089747,387499.0269877583,1227.1940970979056,387191.967466305,1226.1067610326552,386889.64959278743,1225.0646964605266,386600.5964710007,1223.9628105973384,386293.8552528936,1223.3220397737075,386122.89093904465,1220.1684834755529,385208.8976677015,1216.9450338056567,384273.84045860404,1212.1009903221352,382857.6850540856,1196.7013983199042,378308.57170161564,4611.822251389501,1207217.7586408707,4611.830906554039,1207193.3315964823,4611.828890297005,1207167.3272602195,4611.835043853939,1207150.3611908304,4611.8026865273805,1207120.0168345487,4611.651364876927,1207068.382114967,4611.129389696091,1206966.9385164813,4609.602721777127,1206691.9950719841,4605.722790845372,1206031.3448920588,4597.006156788859,1204598.1520131337,4579.344448097156,1201679.3512563254,4546.770503069037,1196280.128883939,4491.625454661899,1187037.593376621,4405.184904199682,1172224.7274451444,4278.8890928643,1149891.2054882604,4105.850995842391,1117991.2885779059,3882.435226344102,1074599.337093415,3609.508238351332,1018332.7947546971,3293.0503604539367,948806.1676343174,2943.9809195962057,867018.5881662398,2576.9694469571837,775550.6933129228,2208.5771277204017,678392.0284500688,1645.9141844101928,521462.9787322745,303.157,101327.99999999999,303.157,101330.99999999999,3093.537778019216,894848.7201345223
29,17428.7,1493.4719136385495,464369.26703749574,1504.8293339548648,467640.5641969542,1512.0964743543889,469740.8616309149,1518.187735470463,471502.8998106047,1523.6684169312819,473089.19244428835,1528.7331281262004,474556.7335793393,1533.4861963225403,475935.26687834517,1537.9933979609616,477242.0086782837,1542.2939718823443,478489.7488684566,1546.4296664069545,479690.298409193,1550.4124648823556,480847.1586029373,1554.2729939787778,481967.4482687222,1558.0283129266238,483059.18758912076,1561.6154392349652,484101.5107050386,1565.1176987773702,485119.50063426216,1568.5351959163736,486113.23939966963,1571.8779885993324,487085.64093993744,1575.1535871368455,488038.7865754513,1578.368303637041,488974.4713592493,1581.524949387761,489891.95800590224,1584.6294564244147,490796.07372427324,1587.6719288184777,491682.4572057881,1593.609067431288,493387.03431929083,1433.9483216719784,447779.17859656323,1417.2718919976926,442982.02664967225,1482.1091788421093,461114.8749619452,1483.0545664693054,461408.494808535,1481.6954900627081,461042.5600513561,1479.8943918213802,460549.0506893705,1478.1580447625006,460073.82234421093,1476.53268948775,459630.10242416157,1475.0022027953705,459213.2713410831,1473.5521801040522,458820.7765740421,1472.1702758669771,458446.11753803294,1470.8366908196138,458085.14010084554,1469.5964593106273,457752.2098176307,1468.1125917539048,457348.1013343515,1468.4991220132238,457482.5460330058,1467.330091709321,457168.2780102666,1466.1437672915165,456850.462715456,1464.9887014146245,456541.50314892165,1463.8614403337497,456240.39234237693,1462.7585527958902,455944.69171684235,1461.6925585857682,455660.95946494205,1460.5769342266096,455362.9667159194,1459.9145103075837,455194.4918440354,1456.73406345025,454301.17915182404,1453.4832228412138,453388.72897621506,1448.5810013310986,451998.377498853,1432.9282268667928,447507.00410232396,4611.822768379663,1207337.0275585994,4611.827988463628,1207312.108438275,4611.833186128197,1207299.0837684772,4611.838406463275,1207274.1684987557,4611.820106534388,1207241.6958632816,4611.740198243672,1207216.431830859,4611.429256755125,1207137.6384515062,4610.478139641775,1206954.0195988002,4607.988245163695,1206535.2730761617,4602.173539260516,1205561.121424648,4589.9781978815645,1203542.3376486578,4566.709531261332,1199695.187583718,4525.956055067907,1192918.8143109768,4459.939641153558,1181754.5646198208,4360.296542581606,1164494.7171987712,4219.378004907066,1139199.3190687674,4031.644076871331,1103953.7197818898,3795.05241730345,1057056.9147740528,3512.035406922319,997491.0468888114,3189.8285716027403,925251.7880612611,2840.0317703475553,841747.3976258048,2477.2928608057605,749848.1350130443,1881.5016817261667,589458.3598540807,1060.167131377052,341873.8238207607,303.165,101340.99999999999,3211.497544294934,921733.909468828
30,18028.7,1742.0333012248198,534439.4194843901,1753.1627187026545,537548.9927666904,1760.2770848249804,539544.1887356888,1766.237042190276,541219.4417494826,1771.5911616210965,542725.8371766937,1776.5459270573208,544120.1264082263,1781.1939817284697,545429.7517227082,1785.592667247872,546670.4970394492,1789.7965389134688,547855.5968812729,1793.8308484395932,548995.6510646634,1797.72469130591,550095.009444206,1801.4846580453661,551157.4010650481,1805.1499876602043,552186.2715635474,1808.6542908295162,553178.1068955295,1812.0698942625872,554145.376759429,1815.4013049602856,555087.580824198,1818.6641528805444,556010.7737162488,1821.8590809211544,556915.1849506714,1824.9958742058807,557805.2528188723,1828.0714241009266,558676.5670901092,1831.090955949446,559532.4165970316,1834.0568469988177,560373.4040429043,1839.8903222239303,561998.3457027173,1683.236215678532,518657.852712347,1666.6839595381098,514047.42595880287,1730.8875570174428,531347.2602169854,1731.8120338289154,531629.8717051817,1730.4715792200213,531283.3701984778,1728.691781729179,530815.7393378057,1726.9837548532007,530367.6767523936,1725.380883237337,529948.4623076665,1723.868860222789,529554.187764644,1722.4383106074906,529182.235757764,1721.070303055332,528827.4393063764,1719.7479630518937,528485.165199809,1718.518036368897,528169.9944838848,1717.061841516634,527790.5387872955,1717.3515348570006,527891.4007906612,1716.1897044468114,527594.8553605151,1715.0167699866095,527293.4426895645,1713.8737960714122,527001.9272472052,1712.7590539903372,526718.1434577969,1711.665268042139,526438.36564336,1710.610407592576,526170.9991635256,1709.5028508487046,525888.9681653595,1708.8390363333372,525729.6308114327,1705.7110151029838,524883.3219541262,1702.5092809696025,524016.144964722,1697.6795524788527,522694.08726011356,1682.1930889141918,518390.42495515913,4611.820171230909,1207455.8712427062,4611.8288261798,1207431.4346412683,4611.8374810931955,1207418.9202228095,4611.839244568349,1207393.4851231175,4611.834117074089,1207367.0500135345,4611.788599321922,1207342.574383977,4611.606978829245,1207286.5876883408,4611.023443949115,1207164.286681303,4609.435767888962,1206892.3959186687,4605.601145018478,1206238.161552021,4597.278045319686,1204858.0942492678,4580.863012441579,1202153.6468598377,4551.150048002497,1197232.512765516,4501.424706222386,1188900.6862696724,4423.973330134311,1175695.9525340425,4310.975107804879,1155857.765227456,4155.77755035961,1127560.0521971264,3954.2004137696154,1088997.77854185,3705.7111643009025,1038755.9429206391,3414.1330383608806,976122.9824705326,3087.720321848329,901497.5241937051,2738.535556566802,816641.8914493907,2121.0938510697792,656617.6848202455,1205.8092224565273,385862.86369056016,303.173,101350.0,3329.0524655120107,947911.830070253
31,18628.7,1994.7857975707552,603377.175943695,2005.466323461588,606267.5723522463,2012.289743312851,608120.3828423425,2017.998423171242,609677.123709871,2023.1358894914422,611077.9197670217,2027.8751971277327,612372.8358476381,2032.3270047881565,613589.1265037017,2036.541593580624,614742.2977546018,2040.5648614807706,615844.5081175547,2044.4275231193883,616903.9003275847,2048.1505021342487,617924.0686850074,2051.7478511065483,618906.6846490754,2055.248641236186,619867.5747232914,2058.599480914148,620788.6934423745,2061.8671538979975,621685.5639907846,2065.0528918764094,622562.7012159855,2068.175815754308,623422.9755835319,2071.230803801606,624263.1177586463,2074.2215690034072,625088.2040544586,2077.1579043813667,625896.6942723701,2080.0490546043366,626693.0617500743,2082.879840281139,627473.3893818168,2088.485067542068,628989.6733727974,1938.036608837051,588776.4646558682,1921.9895115708296,584463.0777243631,1984.0819605933746,600508.0938151919,1984.9628208247268,600773.5621900383,1983.6722503921058,600456.6190470548,1981.9623909660565,600028.2185364218,1980.3095229466846,599614.8128597046,1978.7630319518398,599227.5720505588,1977.3119413008467,598867.5056991919,1975.925237674979,598524.4420454756,1974.601199781118,598199.9049714863,1973.3225692003405,597885.3766154881,1972.1329623601112,597594.4319482971,1970.736108523658,597242.3273146965,1970.9508358890946,597328.9524039928,1969.8201153422979,597055.4940606523,1968.6874509896716,596779.4578789999,1967.5841507111404,596513.0904284479,1966.5039896799385,596250.9005792319,1965.4456186741722,595996.3752267229,1964.4261289244744,595750.1910265179,1963.351594345348,595491.2279725629,1962.7064536713217,595346.6606616741,1959.6977845335994,594565.8495160224,1956.6195814127939,593764.1329478291,1951.9733712581458,592541.2613941461,1936.9991602017076,588525.8572997651,4611.821008929343,1207575.2022366242,4611.82559427111,1207566.2057934282,4611.834249114218,1207541.7658119085,4611.839469832157,1207516.8407035042,4611.841234123817,1207491.4027655225,4611.819826732416,1207470.4154868424,4611.716445874151,1207425.693392127,4611.361119430717,1207340.4540917003,4610.358616356791,1207165.4516687407,4607.852310650373,1206728.1507711054,4602.236474970991,1205786.7367702196,4590.786557658418,1203904.4703889233,4569.396491178257,1200366.3226531544,4532.446934602874,1194219.1834374792,4473.075855959939,1184214.7708220433,4383.794289100919,1168820.2826253255,4257.452387983475,1146344.634264683,4088.4624824998355,1115004.1585314367,3874.0009029416738,1073203.403614986,3614.903626424003,1019752.9257834892,3316.2212646947214,954309.033630597,2987.030882019711,877626.1534295427,2359.418227781273,721345.1103278848,1358.0631387109863,430992.14941329986,303.181,101360.00000000001,3444.3961069975353,973007.1650862066
32,19228.7,2245.28494136703,669346.7964123136,2255.3489933891856,671978.0954646888,2261.782290989624,673665.0884323631,2267.162560835683,675083.2122790479,2272.000912435957,676362.7501408607,2276.4669858596785,677544.8027647377,2280.6553749368495,678655.8278686091,2284.6229800668334,679710.2810638687,2288.410883611549,680716.5282115462,2292.041525362393,681682.4843177637,2295.5444092179177,682608.9499517753,2298.9341498308227,683510.8845374628,2302.2241950906596,684389.5199404288,2305.3777815612107,685231.072897874,2308.4507380537207,686051.9659382924,2311.452200992678,686854.522786445,2314.386875460762,687639.9494027764,2317.2581246113946,688406.8498488842,2320.0733636867362,689161.6207215923,2322.8381679594095,689896.6533820693,2325.5511524568315,690622.9187525383,2328.2094920154686,691337.5193513896,2333.5154575182733,692724.5744121406,2191.521491522903,656125.0019481905,2176.2618089761795,652175.6688994222,2235.18229020218,666734.885590538,2236.011495917138,666981.636069542,2234.7862028008576,666690.8115400537,2233.170633686197,666306.8058654318,2231.6076961353306,665933.8936724128,2230.142393873754,665588.0124743931,2228.769658143382,665265.6116202817,2227.454989063953,664957.9816331791,2226.1953656254095,664664.3356884884,2224.991688284513,664384.8912344537,2223.857507637158,664116.5733215334,2222.5358373595373,663806.8058213309,2222.6858670326965,663877.9216712908,2221.6152556260913,663634.4684451082,2220.5439841618195,663388.5703849811,2219.4936826402595,663147.9780445084,2218.469907338146,662916.2901025898,2217.4692506679075,662688.2630842781,2216.496807025387,662467.4372457745,2215.476365586112,662229.8633971257,2214.8576611448198,662101.7479318404,2212.0185944531313,661395.5124422676,2209.106043120137,660672.2236284107,2204.7086466994483,659560.6860576132,2190.5092920777274,655894.6811752409,4611.822167032888,1207694.5953061313,4611.826431998792,1207673.6118204938,4611.831630323931,1207660.5725825792,4611.840285063299,1207636.1299553993,4611.845506097133,1207611.202224251,4611.837268318534,1207596.2530006587,4611.774549779724,1207557.3588480216,4611.565756233544,1207497.4458864515,4610.937898834223,1207380.6129766572,4609.317068340808,1207087.8319657098,4605.564669332179,1206449.4873683862,4597.673165877923,1205147.8214089703,4582.451438089519,1202634.417569834,4555.34155891194,1198140.4028649735,4510.438705035952,1190644.7695583256,4440.869945332158,1178813.8365629015,4339.504286218042,1161132.4324410227,4199.987876478125,1135945.447983648,4017.828380476816,1101576.712786611,3791.4826978727915,1056617.3321947549,3523.076876132957,1000158.8949512556,3218.6832027615947,932164.23929773,2591.6645361867904,782349.1318804153,1514.32257323419,476379.71644944494,1073.1313944364003,345902.3238118301,3555.8525363685894,996704.4975758272
33,19828.7,2488.277237412969,731042.5746004053,2497.63982318672,733408.5818007353,2503.6231281986807,734929.7973203483,2508.6228997016015,736209.9198725751,2513.115452869801,737353.4805999683,2517.265115520998,738417.6283788077,2521.161299764082,739419.472650981,2524.8463840587715,740369.4463534827,2528.361700998221,741277.7136475508,2531.736561130998,742148.9966271159,2534.993021113204,742983.8122781138,2538.136870490557,743798.2561282403,2541.1932153013204,744588.6983696282,2544.1178661711115,745349.3923513724,2546.9741683830753,746090.7414232884,2549.7615000160686,746815.1271326367,2552.483272906734,747516.0093522461,2555.1483862304676,748210.3062624553,2557.763201931492,748892.2341938983,2560.3248925195467,749561.0826449604,2562.844926703047,750217.1726966172,2565.3098431031435,750862.2292262559,2570.2575095013044,752116.5033122817,2438.0859749026304,719284.4072125143,2423.804723661317,715727.992360036,2478.8807189079225,728700.9082630434,2479.646963832373,728927.0446218811,2478.505207933097,728678.4131889043,2477.001060854278,728340.863313643,2475.5450565542883,728005.3870153691,2474.1748266118366,727700.4415065518,2472.888329004399,727413.5232086328,2471.663759408072,727144.1224535748,2470.489184843088,726886.8755553117,2469.3590646679227,726640.4452590846,2468.302033531672,726404.7363742228,2467.0747187784814,726134.2798042527,2467.166253835625,726192.6596677647,2466.1674568766953,725978.2725482321,2465.16211545096,725762.2184901445,2464.184485892763,725555.2955549122,2463.2295922336016,725344.3372840219,2462.290460676125,725144.3662017586,2461.3832223035265,724954.5595578477,2460.4270159335306,724750.2886654235,2459.849350044636,724641.4775422094,2457.2054117637754,724014.4564669188,2454.49555497661,723373.1854965378,2450.3902396135,722370.952132428,2437.123643636966,719077.3671665225,4611.819525646655,1207813.3834436259,4611.824133979502,1207792.4854340437,4611.8327886006355,1207779.956466149,4611.840830512477,1207759.5488290163,4611.84602918556,1207734.5882756151,4611.844361465964,1207720.5741665561,4611.812638519572,1207686.1703471728,4611.685503020512,1207638.0089840244,4611.299610591436,1207560.2719712565,4610.263809135302,1207364.3550268612,4607.7849821514665,1206935.0898860462,4602.398282134943,1206030.7954047853,4591.69062905604,1204268.6634361614,4572.0374996123255,1201018.625156626,4538.5041789619,1195440.9064165708,4485.00889030967,1186451.9704017607,4404.805500543454,1172685.202042519,4291.265746767501,1152645.5017099942,4138.86983252708,1124698.2374837843,3944.2536497547294,1087338.82481654,3707.08833218161,1039315.3795489295,3430.6342199886894,980029.6389397659,2813.720672834347,838676.1044357194,1672.1248295846094,521245.9084852157,1199.5075335872202,384065.79795280803,3662.018817082276,1018780.6280164283
